ct_block,timestamp,who,old_core,core,begin,price,duration,workload
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,56,56,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,57,57,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,58,58,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,59,59,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,60,60,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,61,61,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2110669,1751328030,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,62,62,337965,97892120238,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2114162,1751372136,0xb410e4f5f74481cba0c01b3d44a12cffbee69eb208d36978d51879f6bebd3c12,47,63,337965,95040893435,5040,[{"assignment":{"Task":3338},"mask":"0xffffffffffffffffffff"}]
2115508,1751389122,0x24d6d7cd9a0500be768efc7b5508e7861cbde7cfc06819e4dfd9120b97d46d3e,64,64,337965,7755907789,5040,[{"assignment":{"Task":2101},"mask":"0xffffffffffffffffffff"}]
2279944,1753471950,0x7369626c290d0000000000000000000000000000000000000000000000000000,42,42,343005,950391962108,5040,[{"assignment":{"Task":3369},"mask":"0xffffffffffffffffffff"}]
2279944,1753471950,0x7369626cd0070000000000000000000000000000000000000000000000000000,43,43,343005,11143610394,5040,[{"assignment":{"Task":2000},"mask":"0xffffffffffffffffffff"}]
2280445,1753478460,0x40c4301003d5d109819d51372edf6d0477ce8e3c13f98f951b7926003e5e632f,44,44,343005,97892120238,5040,[{"assignment":{"Task":2004},"mask":"0xffffffffffffffffffff"}]
2283270,1753515072,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,65,45,343005,5438766930920,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
2286581,1753558212,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,47,46,343005,17673317369,5040,[{"assignment":{"Task":3403},"mask":"0xffffffffffffffffffff"}]
2286581,1753558212,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,48,47,343005,17671658064,5040,[{"assignment":{"Task":3404},"mask":"0xffffffffffffffffffff"}]
2286581,1753558212,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,49,48,343005,17670330600,5040,[{"assignment":{"Task":3405},"mask":"0xffffffffffffffffffff"}]
2286581,1753558212,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,50,49,343005,17668339456,5040,[{"assignment":{"Task":3406},"mask":"0xffffffffffffffffffff"}]
2286581,1753558212,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,51,50,343005,17667011990,5040,[{"assignment":{"Task":3407},"mask":"0xffffffffffffffffffff"}]
2296094,1753681872,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,53,51,343005,18042989200,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
2297166,1753695864,0xd869cbcab73137f8ba09a3c9a6891d05db2d5f033cead30587bc4bbe033b002b,45,52,343005,978903720971,5040,[{"assignment":{"Task":3415},"mask":"0xffffffffffffffffffff"}]
2297831,1753704612,0x0ceb137a94d9b032da6c8257508a07e185411406a58ac8e08505ba9058293d54,46,53,343005,950391962108,5040,[{"assignment":{"Task":3413},"mask":"0xffffffffffffffffffff"}]
2303618,1753779960,0xea05f87e141ce5a6f38702929411405799a18e69128fafd24e849444072e5d6d,52,54,343005,18042989200,5040,[{"assignment":{"Task":2056},"mask":"0xffffffffffffffffffff"}]
2304795,1753795362,0x24d6d7cd9a0500be768efc7b5508e7861cbde7cfc06819e4dfd9120b97d46d3e,64,55,343005,7988585023,5040,[{"assignment":{"Task":2101},"mask":"0xffffffffffffffffffff"}]
2310502,1753869546,0x10363c26b96bfbaa6785901340d7a4c8225a99171f139cb14fc9dac9d0e77139,63,56,343005,97892120238,5040,[{"assignment":{"Task":3338},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,54,57,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,55,58,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,56,59,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,57,60,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,58,61,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,59,62,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,60,63,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,61,64,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2323734,1754048466,0xf0fa761c48cad39cb8b402299c93ca92af0f4755b9636c77f5c2e97d3e791a54,62,65,343005,100828883845,5040,[{"assignment":{"Task":3420},"mask":"0xffffffffffffffffffff"}]
2464788,1755898110,0x7369626c290d0000000000000000000000000000000000000000000000000000,42,35,348045,978903720971,5040,[{"assignment":{"Task":3369},"mask":"0xffffffffffffffffffff"}]
2466175,1755916182,0x40c4301003d5d109819d51372edf6d0477ce8e3c13f98f951b7926003e5e632f,44,36,348045,543876693092,5040,[{"assignment":{"Task":2004},"mask":"0xffffffffffffffffffff"}]
2466945,1755925968,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,68,37,348045,543876693092,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
2467931,1755938682,0xea05f87e141ce5a6f38702929411405799a18e69128fafd24e849444072e5d6d,54,38,348045,543876693092,5040,[{"assignment":{"Task":2056},"mask":"0xffffffffffffffffffff"}]
2481071,1756108782,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,51,39,348045,543876693092,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
2484328,1756154100,0x10363c26b96bfbaa6785901340d7a4c8225a99171f139cb14fc9dac9d0e77139,56,40,348045,543876693092,5040,[{"assignment":{"Task":3338},"mask":"0xffffffffffffffffffff"}]
2487983,1756204656,0xc0ba31b3128cf29583d6e9ba0b082f6f7c849c60df1d9c410cbb30f434ab4969,26,41,348045,5438766930920,5040,[{"assignment":{"Task":2031},"mask":"0xffffffffffffffffffff"}]
2488228,1756207980,0x861daa51a0f89d4761ed6ca112f6a3f3765b6ce6c5ac880172bf3f7703e77e6b,22,42,348045,5438766930920,5040,[{"assignment":{"Task":3345},"mask":"0xffffffffffffffffffff"}]
2492054,1756260600,0xd2f8ac763f36d523471ddb134293b0e73ff458709d53e3f8e35e71ea7bc9b53b,43,43,348045,543876693092,5040,[{"assignment":{"Task":2000},"mask":"0xffffffffffffffffffff"}]
2493295,1756277460,0x0ceb137a94d9b032da6c8257508a07e185411406a58ac8e08505ba9058293d54,53,44,348045,978903720971,5040,[{"assignment":{"Task":3413},"mask":"0xffffffffffffffffffff"}]
2498195,1756343352,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,46,45,348045,543876693092,5040,[{"assignment":{"Task":3403},"mask":"0xffffffffffffffffffff"}]
2498195,1756343352,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,47,46,348045,543876693092,5040,[{"assignment":{"Task":3404},"mask":"0xffffffffffffffffffff"}]
2498195,1756343352,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,48,47,348045,543876693092,5040,[{"assignment":{"Task":3405},"mask":"0xffffffffffffffffffff"}]
2498195,1756343352,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,49,48,348045,543876693092,5040,[{"assignment":{"Task":3406},"mask":"0xffffffffffffffffffff"}]
2498195,1756343352,0x6812a4741a7552fdaf6e47d4de51a70f1de7dcc1b5144ce53b7f6dcea8a29b46,50,49,348045,543876693092,5040,[{"assignment":{"Task":3407},"mask":"0xffffffffffffffffffff"}]
2500207,1756370262,0x00acfa20dffb8a4d227a5ef9376523df8e367a77aeb55c50934102851302e106,40,50,348045,5438766930920,5040,[{"assignment":{"Task":2006},"mask":"0xffffffffffffffffffff"}]
2645661,1758330024,0x7369626c290d0000000000000000000000000000000000000000000000000000,35,35,353085,1008270832600,5040,[{"assignment":{"Task":3369},"mask":"0xffffffffffffffffffff"}]
2645661,1758330024,0x7369626cd0070000000000000000000000000000000000000000000000000000,43,36,353085,560192993885,5040,[{"assignment":{"Task":2000},"mask":"0xffffffffffffffffffff"}]
2649147,1758379944,0xf6be1493658ebab5a70463ad0b8d903f9f123fecc8fa5fa6bc58d774c5d6577c,61,37,353085,100000000000,5040,[{"assignment":{"Task":3396},"mask":"0xffffffffffffffffffff"}]
2649956,1758391512,0x40c4301003d5d109819d51372edf6d0477ce8e3c13f98f951b7926003e5e632f,69,38,353085,100000000000,5040,[{"assignment":{"Task":2004},"mask":"0xffffffffffffffffffff"}]
2654100,1758449904,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,64,39,353085,100000000000,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
2658057,1758506118,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,55,40,353085,219080357200,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2658084,1758506502,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,65,41,353085,100000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2658090,1758506580,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,66,42,353085,100000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2658102,1758506730,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,68,43,353085,100000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2658111,1758506868,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,70,44,353085,100000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2659404,1758525804,0xc0ba31b3128cf29583d6e9ba0b082f6f7c849c60df1d9c410cbb30f434ab4969,41,45,353085,5601929938848,5040,[{"assignment":{"Task":2031},"mask":"0xffffffffffffffffffff"}]
2660307,1758538638,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,39,46,353085,560192993885,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
2664313,1758596010,0xd869cbcab73137f8ba09a3c9a6891d05db2d5f033cead30587bc4bbe033b002b,76,47,353085,100000000000,5040,[{"assignment":{"Task":3421},"mask":"0xffffffffffffffffffff"}]
2665022,1758606156,0xb410e4f5f74481cba0c01b3d44a12cffbee69eb208d36978d51879f6bebd3c12,40,48,353085,560192993885,5040,[{"assignment":{"Task":3338},"mask":"0xffffffffffffffffffff"}]
2665456,1758612360,0x0ceb137a94d9b032da6c8257508a07e185411406a58ac8e08505ba9058293d54,60,49,353085,100000000000,5040,[{"assignment":{"Task":3413},"mask":"0xffffffffffffffffffff"}]
2671420,1758697764,0x861daa51a0f89d4761ed6ca112f6a3f3765b6ce6c5ac880172bf3f7703e77e6b,59,50,353085,100000000000,5040,[{"assignment":{"Task":3345},"mask":"0xffffffffffffffffffff"}]
2678931,1758805572,0xea05f87e141ce5a6f38702929411405799a18e69128fafd24e849444072e5d6d,38,51,353085,560192993885,5040,[{"assignment":{"Task":2056},"mask":"0xffffffffffffffffffff"}]
2684046,1758878298,0x5a5f7eb7050fb96d8d7895d9afce428a064ce66e3b094805bcad9a8e68cb9934,63,52,353085,100000000000,5040,[{"assignment":{"Task":2030},"mask":"0xffffffffffffffffffff"}]
2822281,1760769510,0x7369626c290d0000000000000000000000000000000000000000000000000000,35,35,358125,1038518957578,5040,[{"assignment":{"Task":3369},"mask":"0xffffffffffffffffffff"}]
2822281,1760769510,0x7369626cd0070000000000000000000000000000000000000000000000000000,54,36,358125,100000000000,5040,[{"assignment":{"Task":2000},"mask":"0xffffffffffffffffffff"}]
2824620,1760800674,0x40c4301003d5d109819d51372edf6d0477ce8e3c13f98f951b7926003e5e632f,38,37,358125,103000000000,5040,[{"assignment":{"Task":2004},"mask":"0xffffffffffffffffffff"}]
2825692,1760814792,0x00acfa20dffb8a4d227a5ef9376523df8e367a77aeb55c50934102851302e106,57,38,358125,100000000000,5040,[{"assignment":{"Task":2006},"mask":"0xffffffffffffffffffff"}]
2833745,1760922564,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,44,39,358125,103000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2835074,1760940642,0xf6be1493658ebab5a70463ad0b8d903f9f123fecc8fa5fa6bc58d774c5d6577c,37,40,358125,103000000000,5040,[{"assignment":{"Task":3396},"mask":"0xffffffffffffffffffff"}]
2835792,1760950206,0xea05f87e141ce5a6f38702929411405799a18e69128fafd24e849444072e5d6d,51,41,358125,576998783702,5040,[{"assignment":{"Task":2056},"mask":"0xffffffffffffffffffff"}]
2835854,1760951004,0xc0ba31b3128cf29583d6e9ba0b082f6f7c849c60df1d9c410cbb30f434ab4969,53,42,358125,165196428400,5040,[{"assignment":{"Task":2031},"mask":"0xffffffffffffffffffff"}]
2835918,1760951874,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,46,43,358125,576998783702,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
2836274,1760956650,0x861daa51a0f89d4761ed6ca112f6a3f3765b6ce6c5ac880172bf3f7703e77e6b,39,44,358125,103000000000,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
2836298,1760956998,0x861daa51a0f89d4761ed6ca112f6a3f3765b6ce6c5ac880172bf3f7703e77e6b,50,45,358125,103000000000,5040,[{"assignment":{"Task":3345},"mask":"0xffffffffffffffffffff"}]
2837851,1760977626,0x0ee3290132fb403f0607385ada98d20d543bd8ff9dac2784b282e155581b2b38,58,46,358125,100000000000,5040,[{"assignment":{"Task":3414},"mask":"0xffffffffffffffffffff"}]
2848054,1761112860,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,43,47,358125,103000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2848062,1761112974,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,42,48,358125,103000000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
2861982,1761298362,0x0ceb137a94d9b032da6c8257508a07e185411406a58ac8e08505ba9058293d54,49,49,358125,103000000000,5040,[{"assignment":{"Task":3413},"mask":"0xffffffffffffffffffff"}]
2869533,1761397800,0xd869cbcab73137f8ba09a3c9a6891d05db2d5f033cead30587bc4bbe033b002b,47,50,358125,103000000000,5040,[{"assignment":{"Task":3421},"mask":"0xffffffffffffffffffff"}]
2928000,1762178712,0x5a5f7eb7050fb96d8d7895d9afce428a064ce66e3b094805bcad9a8e68cb9934,52,51,358125,103000000000,5040,[{"assignment":{"Task":2030},"mask":"0xffffffffffffffffffff"}]
2965584,1762680000,0x10363c26b96bfbaa6785901340d7a4c8225a99171f139cb14fc9dac9d0e77139,48,54,358125,576998783702,5040,[{"assignment":{"Task":3338},"mask":"0xffffffffffffffffffff"}]
3004776,1763200632,0x7369626c290d0000000000000000000000000000000000000000000000000000,35,28,363165,1069674526305,5040,[{"assignment":{"Task":3369},"mask":"0xffffffffffffffffffff"}]
3004776,1763200632,0x7369626cd0070000000000000000000000000000000000000000000000000000,36,29,363165,103000000000,5040,[{"assignment":{"Task":2000},"mask":"0xffffffffffffffffffff"}]
3004776,1763200632,0x7369626cd6070000000000000000000000000000000000000000000000000000,38,30,363165,103000000000,5040,[{"assignment":{"Task":2006},"mask":"0xffffffffffffffffffff"}]
3013239,1763312934,0xce44b6b392394133943e063102b113e0577108fb9cb3000fe04faec3a3ad3934,44,31,363165,106090000000,5040,[{"assignment":{"Task":3409},"mask":"0xffffffffffffffffffff"}]
3016786,1763359692,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,39,32,363165,106090000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
3016791,1763359764,0xa665be86490fc8a7d9d406a4892d5fbe978698dfc9ddd8d5599ecdc3559b3826,47,33,363165,106090000000,5040,[{"assignment":{"Task":3417},"mask":"0xffffffffffffffffffff"}]
3016899,1763361222,0xf6be1493658ebab5a70463ad0b8d903f9f123fecc8fa5fa6bc58d774c5d6577c,60,34,363165,100000000000,5040,[{"assignment":{"Task":3396},"mask":"0xffffffffffffffffffff"}]
3017327,1763367096,0xc0ba31b3128cf29583d6e9ba0b082f6f7c849c60df1d9c410cbb30f434ab4969,42,35,363165,170152321252,5040,[{"assignment":{"Task":2031},"mask":"0xffffffffffffffffffff"}]
3018096,1763377110,0x4e5d80a091a712b727ecbb00882bb28d4d64a6e7f6c87654b3243c489623f510,43,36,363165,594308747213,5040,[{"assignment":{"Task":2094},"mask":"0xffffffffffffffffffff"}]
